Property ID,Property Type,Location,Size,No of rooms,Year Built,Floor level,Building Condition,Price,Rent,Property Tax,Maintenance Cost,HOA Fees,Mortgage Interest Rate,Average Price per Square Meter,Price Change,Rental Yield,Days on Market
460,Apartment,Lichtenberg,72,1,1917,3,Good,153890,641,2308,1539,64,2.72,2137,1.79,5.0,50
461,Apartment,Mitte,51,1,2005,2,Excellent,388814,1620,5832,3888,162,2.88,7624,4.13,5.0,99
462,Apartment,Mitte,81,4,1993,5,Excellent,256766,1070,3851,2568,107,3.4,3170,1.2,5.0,88
463,Apartment,Spandau,96,2,1918,1,Excellent,684347,2851,10265,6843,285,4.35,7129,8.77,5.0,77
464,Apartment,Charlottenburg-Wilmersdorf,39,1,1951,1,Good,196125,817,2942,1961,82,4.41,5029,0.56,5.0,40
465,House,Charlottenburg-Wilmersdorf,131,2,2022,5,Excellent,772527,3219,11588,7725,322,3.93,5897,9.88,5.0,92
466,House,Prenzlauer Berg,104,4,1998,4,Poor,812032,3383,12180,8120,338,4.05,7808,7.97,5.0,113
467,Apartment,Neukölln,35,2,1936,2,Excellent,282372,1177,4236,2824,118,3.39,8068,-0.81,5.0,33
468,Apartment,Steglitz-Zehlendorf,137,2,1981,1,Fair,845526,3523,12683,8455,352,3.7,6172,5.59,5.0,59
469,House,Marzahn-Hellersdorf,129,2,2020,4,Fair,1080027,4500,16200,10800,450,2.7,8372,-2.65,5.0,67
470,Apartment,Charlottenburg-Wilmersdorf,53,1,1933,5,Excellent,395793,1649,5937,3958,165,2.55,7468,-2.88,5.0,42
471,Apartment,Friedrichshain-Kreuzberg,121,3,1924,2,Excellent,743993,3100,11160,7440,310,4.17,6149,3.86,5.0,100
472,Apartment,Lichtenberg,88,4,1972,5,Excellent,380642,1586,5710,3806,159,4.42,4325,8.91,5.0,52
473,Apartment,Friedrichshain-Kreuzberg,88,4,1933,3,Fair,460908,1920,6914,4609,192,3.09,5238,6.55,5.0,63
474,Apartment,Tempelhof-Schöneberg,63,1,1935,1,Good,436960,1821,6554,4370,182,3.34,6936,6.71,5.0,118
475,Apartment,Prenzlauer Berg,85,1,2008,2,Fair,584974,2437,8775,5850,244,2.64,6882,-4.99,5.0,51
476,Apartment,Mitte,130,3,1906,1,Fair,952539,3969,14288,9525,397,3.31,7327,5.43,5.0,69
477,House,Charlottenburg-Wilmersdorf,117,4,2020,2,Fair,971212,4047,14568,9712,405,3.44,8301,4.74,5.0,107
478,House,Marzahn-Hellersdorf,119,2,2010,1,Fair,723004,3013,10845,7230,301,3.41,6076,5.57,5.0,58
479,House,Neukölln,60,2,1979,3,Good,235329,981,3530,2353,98,4.41,3922,6.08,5.0,107
480,House,Spandau,130,4,1936,4,Excellent,568806,2370,8532,5688,237,3.43,4375,-3.69,5.0,107
481,House,Neukölln,135,1,2003,2,Fair,774824,3228,11622,7748,323,3.71,5739,4.85,5.0,53
482,House,Mitte,50,4,2015,3,Good,276411,1152,4146,2764,115,3.97,5528,4.54,5.0,53
483,House,Lichtenberg,121,4,1954,4,Fair,639191,2663,9588,6392,266,2.89,5283,5.78,5.0,38
484,House,Marzahn-Hellersdorf,92,2,1967,4,Excellent,735993,3067,11040,7360,307,3.3,8000,7.7,5.0,49
485,House,Marzahn-Hellersdorf,122,1,1943,5,Excellent,253359,1056,3800,2534,106,3.18,2077,1.92,5.0,108
486,House,Tempelhof-Schöneberg,90,4,1987,5,Good,456937,1904,6854,4569,190,3.38,5077,-1.33,5.0,51
487,Apartment,Mitte,30,3,1975,5,Excellent,247060,1029,3706,2471,103,3.23,8235,4.21,5.0,72
488,House,Marzahn-Hellersdorf,90,4,1969,5,Good,283410,1181,4251,2834,118,3.05,3149,8.61,5.0,82
489,Apartment,Mitte,75,1,1928,4,Fair,196990,821,2955,1970,82,3.13,2627,2.01,5.0,63
490,Apartment,Marzahn-Hellersdorf,126,3,1948,1,Fair,554747,2311,8321,5547,231,4.14,4403,9.13,5.0,60
491,Apartment,Reinickendorf,58,2,1906,4,Good,114917,479,1724,1149,48,3.38,1981,4.37,5.0,42
492,Apartment,Mitte,121,2,2021,4,Good,587654,2449,8815,5877,245,3.57,4857,8.66,5.0,65
493,Apartment,Marzahn-Hellersdorf,145,1,1977,4,Excellent,775296,3230,11629,7753,323,3.09,5347,5.27,5.0,59
494,Apartment,Spandau,87,3,2020,2,Fair,673565,2807,10103,6736,281,2.92,7742,0.87,5.0,58
495,House,Schöneberg,115,2,1917,3,Excellent,309520,1290,4643,3095,129,4.46,2691,5.11,5.0,85
496,House,Steglitz-Zehlendorf,53,4,1927,4,Fair,274572,1144,4119,2746,114,3.46,5181,-4.6,5.0,83
497,House,Mitte,82,2,1966,2,Poor,528202,2201,7923,5282,220,3.81,6441,2.35,5.0,43
498,Apartment,Reinickendorf,119,1,1955,2,Poor,596128,2484,8942,5961,248,3.37,5009,-2.95,5.0,76
499,Apartment,Mitte,138,3,1996,1,Fair,796872,3320,11953,7969,332,2.82,5774,-4.77,5.0,117
500,Apartment,Reinickendorf,93,3,1989,2,Fair,530823,2212,7962,5308,221,3.87,5708,1.43,5.0,32
501,Apartment,Charlottenburg-Wilmersdorf,120,1,1931,4,Poor,455019,1896,6825,4550,190,2.72,3792,7.09,5.0,66
502,House,Schöneberg,125,4,2021,3,Fair,1082069,4509,16231,10821,451,3.98,8657,6.31,5.0,89
503,House,Lichtenberg,71,4,1975,2,Excellent,215681,899,3235,2157,90,3.94,3038,8.36,5.0,67
504,House,Steglitz-Zehlendorf,100,2,1902,2,Excellent,591892,2466,8878,5919,247,3.81,5919,3.71,5.0,116
505,Apartment,Marzahn-Hellersdorf,45,4,1996,1,Poor,219528,915,3293,2195,92,2.51,4878,8.59,5.0,71
506,House,Steglitz-Zehlendorf,33,3,1943,4,Excellent,73459,306,1102,735,31,4.06,2226,5.58,5.0,112
507,Apartment,Spandau,149,1,1938,1,Poor,1106567,4611,16599,11066,461,2.86,7427,6.54,5.0,64
508,House,Tempelhof-Schöneberg,60,1,1993,2,Fair,334441,1394,5017,3344,139,3.58,5574,-3.65,5.0,97
509,House,Lichtenberg,108,1,1986,1,Fair,603444,2514,9052,6034,251,2.72,5587,7.44,5.0,99
510,Apartment,Spandau,66,2,1918,2,Poor,365322,1522,5480,3653,152,3.04,5535,8.72,5.0,87
511,House,Prenzlauer Berg,44,4,1946,2,Good,143126,596,2147,1431,60,3.91,3253,9.05,5.0,84
512,House,Prenzlauer Berg,106,1,2003,3,Good,446372,1860,6696,4464,186,4.19,4211,-2.06,5.0,119
513,Apartment,Charlottenburg-Wilmersdorf,148,3,1940,1,Poor,1216315,5068,18245,12163,507,2.55,8218,-1.51,5.0,112
514,House,Tempelhof-Schöneberg,35,3,2009,4,Good,282213,1176,4233,2822,118,3.24,8063,-4.68,5.0,78
515,Apartment,Neukölln,93,3,1972,2,Excellent,732333,3051,10985,7323,305,4.07,7875,-3.2,5.0,30
516,House,Mitte,96,3,1943,4,Poor,808842,3370,12133,8088,337,2.55,8425,7.4,5.0,107
517,Apartment,Friedrichshain-Kreuzberg,69,1,1979,5,Poor,601412,2506,9021,6014,251,4.4,8716,8.55,5.0,77
518,Apartment,Neukölln,43,4,1952,2,Good,235192,980,3528,2352,98,3.51,5470,8.13,5.0,106
519,House,Marzahn-Hellersdorf,93,3,1968,1,Excellent,223305,930,3350,2233,93,2.77,2401,5.3,5.0,106
520,House,Marzahn-Hellersdorf,56,3,1971,4,Excellent,220442,919,3307,2204,92,3.44,3936,-1.56,5.0,63
521,Apartment,Schöneberg,149,2,1932,5,Poor,486344,2026,7295,4863,203,4.45,3264,7.06,5.0,66
522,House,Charlottenburg-Wilmersdorf,51,1,2011,5,Poor,327861,1366,4918,3279,137,2.87,6429,3.69,5.0,110
523,House,Treptow-Köpenick,130,4,2005,2,Fair,535757,2232,8036,5358,223,3.17,4121,3.62,5.0,31
524,Apartment,Prenzlauer Berg,130,1,1957,1,Excellent,330288,1376,4954,3303,138,3.12,2541,4.82,5.0,52
525,House,Tempelhof-Schöneberg,93,2,2011,4,Good,296237,1234,4444,2962,123,2.74,3185,7.52,5.0,94
526,Apartment,Spandau,122,1,1973,3,Excellent,285191,1188,4278,2852,119,2.64,2338,5.31,5.0,92
527,Apartment,Treptow-Köpenick,124,4,1994,1,Good,310404,1293,4656,3104,129,2.86,2503,8.97,5.0,45
528,House,Charlottenburg-Wilmersdorf,147,2,1905,2,Fair,355154,1480,5327,3552,148,3.05,2416,-1.22,5.0,31
529,Apartment,Tempelhof-Schöneberg,117,2,1972,2,Excellent,377625,1573,5664,3776,157,4.16,3228,4.45,5.0,64
530,Apartment,Tempelhof-Schöneberg,50,3,1904,5,Poor,304044,1267,4561,3040,127,3.31,6081,-4.08,5.0,34
531,Apartment,Reinickendorf,44,1,1921,1,Good,367478,1531,5512,3675,153,4.25,8352,3.27,5.0,78
532,Apartment,Treptow-Köpenick,149,3,1999,5,Excellent,372661,1553,5590,3727,155,2.81,2501,7.2,5.0,44
533,House,Friedrichshain-Kreuzberg,93,1,1951,2,Good,800965,3337,12014,8010,334,3.59,8613,-2.2,5.0,72
534,House,Friedrichshain-Kreuzberg,63,1,1949,2,Fair,415858,1733,6238,4159,173,4.31,6601,-1.16,5.0,51
535,House,Mitte,53,1,1907,1,Good,231470,964,3472,2315,96,3.38,4367,4.5,5.0,30
536,Apartment,Lichtenberg,41,4,1985,2,Poor,331357,1381,4970,3314,138,3.19,8082,-0.2,5.0,31
537,House,Marzahn-Hellersdorf,37,3,1901,3,Good,238950,996,3584,2390,100,3.0,6458,-4.05,5.0,83
538,House,Charlottenburg-Wilmersdorf,122,2,2013,2,Good,701991,2925,10530,7020,292,3.27,5754,6.25,5.0,76
539,Apartment,Treptow-Köpenick,81,2,1918,3,Excellent,198644,828,2980,1986,83,3.11,2452,8.67,5.0,67
540,House,Treptow-Köpenick,31,3,1990,3,Good,185630,773,2784,1856,77,4.4,5988,9.58,5.0,49
541,House,Charlottenburg-Wilmersdorf,47,2,2007,5,Fair,274154,1142,4112,2742,114,4.45,5833,3.19,5.0,44
542,Apartment,Reinickendorf,125,1,1964,3,Good,379710,1582,5696,3797,158,2.69,3038,7.89,5.0,47
543,Apartment,Tempelhof-Schöneberg,59,1,1919,1,Good,421133,1755,6317,4211,176,3.81,7138,9.65,5.0,31
544,House,Mitte,68,2,1910,3,Excellent,479705,1999,7196,4797,200,4.25,7054,-1.26,5.0,55
545,House,Lichtenberg,43,3,2021,3,Good,252677,1053,3790,2527,105,2.99,5876,-2.04,5.0,116
546,Apartment,Charlottenburg-Wilmersdorf,146,1,1992,3,Poor,851451,3548,12772,8515,355,3.49,5832,0.8,5.0,70
547,Apartment,Neukölln,75,2,1952,3,Excellent,396060,1650,5941,3961,165,3.56,5281,2.51,5.0,75
548,Apartment,Prenzlauer Berg,62,1,2013,3,Good,488662,2036,7330,4887,204,3.49,7882,-4.9,5.0,70
549,House,Schöneberg,143,3,1983,4,Poor,495109,2063,7427,4951,206,2.92,3462,2.42,5.0,37
550,House,Prenzlauer Berg,40,3,1963,5,Good,290044,1209,4351,2900,121,4.31,7251,0.63,5.0,98
551,Apartment,Treptow-Köpenick,147,2,1939,1,Excellent,1292017,5383,19380,12920,538,4.34,8789,1.42,5.0,40
552,Apartment,Treptow-Köpenick,73,1,1906,4,Fair,193719,807,2906,1937,81,3.34,2654,9.84,5.0,77
553,House,Lichtenberg,46,3,1903,5,Excellent,131956,550,1979,1320,55,3.43,2869,5.99,5.0,33
554,House,Schöneberg,117,3,1907,2,Fair,874882,3645,13123,8749,364,2.65,7478,0.13,5.0,94
555,Apartment,Friedrichshain-Kreuzberg,38,4,1919,5,Fair,263651,1099,3955,2637,110,3.21,6938,-2.34,5.0,45
556,Apartment,Schöneberg,40,2,1999,5,Fair,184636,769,2770,1846,77,3.21,4616,5.72,5.0,100
557,Apartment,Steglitz-Zehlendorf,85,1,1917,4,Excellent,681684,2840,10225,6817,284,4.27,8020,7.66,5.0,72
558,House,Steglitz-Zehlendorf,108,4,1937,1,Fair,671370,2797,10071,6714,280,2.56,6216,5.76,5.0,83
559,Apartment,Prenzlauer Berg,71,2,1958,4,Poor,568977,2371,8535,5690,237,3.75,8014,0.36,5.0,89
560,House,Lichtenberg,98,2,1956,3,Good,242175,1009,3633,2422,101,2.63,2471,5.49,5.0,52
561,House,Schöneberg,128,3,1953,1,Poor,522338,2176,7835,5223,218,2.63,4081,-1.46,5.0,45
562,House,Schöneberg,123,2,1940,1,Excellent,235212,980,3528,2352,98,4.33,1912,2.08,5.0,83
563,Apartment,Charlottenburg-Wilmersdorf,105,2,1918,2,Good,246183,1026,3693,2462,103,3.87,2345,8.28,5.0,99
564,Apartment,Mitte,140,3,1904,5,Poor,1105698,4607,16585,11057,461,4.44,7898,-0.73,5.0,59
565,House,Friedrichshain-Kreuzberg,58,4,1956,3,Good,268762,1120,4031,2688,112,4.29,4634,2.56,5.0,34
566,House,Steglitz-Zehlendorf,95,1,2017,5,Good,837250,3489,12559,8372,349,4.23,8813,7.16,5.0,89
567,Apartment,Mitte,115,3,1996,2,Poor,852568,3552,12789,8526,355,2.94,7414,1.21,5.0,118
568,Apartment,Lichtenberg,96,1,1982,3,Fair,353088,1471,5296,3531,147,4.05,3678,0.02,5.0,89
569,Apartment,Mitte,116,3,1939,5,Excellent,547002,2279,8205,5470,228,4.22,4716,3.97,5.0,85
570,Apartment,Lichtenberg,129,3,1912,5,Excellent,280906,1170,4214,2809,117,3.49,2178,3.6,5.0,116
571,House,Lichtenberg,136,1,1944,1,Fair,538244,2243,8074,5382,224,2.79,3958,-0.64,5.0,31
572,House,Prenzlauer Berg,127,2,1981,2,Poor,920749,3836,13811,9207,384,4.02,7250,3.42,5.0,62
573,Apartment,Steglitz-Zehlendorf,83,2,1969,1,Good,422707,1761,6341,4227,176,4.25,5093,-2.25,5.0,91
574,House,Spandau,84,3,1969,3,Poor,720587,3002,10809,7206,300,3.78,8578,-4.37,5.0,35
575,House,Friedrichshain-Kreuzberg,81,3,1918,4,Fair,659472,2748,9892,6595,275,2.6,8142,-3.55,5.0,59
576,House,Reinickendorf,147,3,1964,1,Good,350368,1460,5256,3504,146,2.78,2383,5.54,5.0,98
577,Apartment,Tempelhof-Schöneberg,39,4,1948,1,Fair,71433,298,1071,714,30,3.87,1832,-3.54,5.01,82
578,Apartment,Schöneberg,107,4,1905,4,Excellent,384003,1600,5760,3840,160,3.77,3589,-3.06,5.0,72
579,House,Steglitz-Zehlendorf,143,4,1995,5,Excellent,413879,1724,6208,4139,172,3.6,2894,-1.89,5.0,34
580,Apartment,Charlottenburg-Wilmersdorf,91,4,1992,2,Poor,550199,2292,8253,5502,229,3.77,6046,1.88,5.0,41
581,Apartment,Lichtenberg,41,3,1936,2,Poor,317661,1324,4765,3177,132,4.22,7748,-0.46,5.0,83
582,Apartment,Lichtenberg,93,1,1981,5,Fair,548868,2287,8233,5489,229,4.24,5902,6.04,5.0,63
583,House,Mitte,73,3,1986,5,Poor,416526,1736,6248,4165,174,4.09,5706,1.26,5.0,81
584,Apartment,Lichtenberg,116,2,2011,1,Good,697768,2907,10467,6978,291,3.09,6015,3.64,5.0,109
585,Apartment,Spandau,93,1,1941,1,Fair,796642,3319,11950,7966,332,3.39,8566,3.71,5.0,119
586,House,Mitte,102,2,1913,4,Poor,467863,1949,7018,4679,195,4.41,4587,4.62,5.0,85
587,House,Spandau,136,3,2016,5,Poor,358987,1496,5385,3590,150,2.66,2640,6.91,5.0,76
588,Apartment,Prenzlauer Berg,75,1,1976,1,Poor,505988,2108,7590,5060,211,4.02,6747,3.73,5.0,86
589,Apartment,Reinickendorf,89,4,2010,3,Poor,272445,1135,4087,2724,114,3.52,3061,-0.65,5.0,88
590,House,Charlottenburg-Wilmersdorf,85,4,1945,4,Excellent,251530,1048,3773,2515,105,3.59,2959,-1.38,5.0,102
591,Apartment,Lichtenberg,67,1,1927,3,Fair,262267,1093,3934,2623,109,2.65,3914,5.44,5.0,67
592,Apartment,Neukölln,43,2,1991,2,Poor,103780,432,1557,1038,43,3.54,2413,-2.88,5.0,101
593,Apartment,Prenzlauer Berg,52,1,2015,3,Fair,262361,1093,3935,2624,109,3.17,5045,-0.73,5.0,40
594,House,Charlottenburg-Wilmersdorf,78,1,2003,2,Fair,517729,2157,7766,5177,216,2.64,6638,1.19,5.0,79
595,House,Mitte,31,4,2023,2,Fair,182001,758,2730,1820,76,3.41,5871,9.49,5.0,113
596,House,Schöneberg,134,1,1999,4,Poor,788950,3287,11834,7890,329,3.2,5888,-4.05,5.0,115
597,Apartment,Marzahn-Hellersdorf,51,4,1917,5,Excellent,239619,998,3594,2396,100,3.82,4698,7.33,5.0,108
598,House,Spandau,33,3,1989,4,Excellent,265141,1105,3977,2651,110,2.7,8035,8.5,5.0,77
599,Apartment,Spandau,46,2,1957,1,Good,88061,367,1321,881,37,3.07,1914,8.84,5.0,97
600,House,Lichtenberg,103,3,1904,3,Poor,389601,1623,5844,3896,162,4.32,3783,-2.06,5.0,66
601,House,Charlottenburg-Wilmersdorf,102,2,1956,3,Fair,278984,1162,4185,2790,116,3.86,2735,-0.72,5.0,77
602,House,Lichtenberg,78,2,2007,3,Good,613860,2558,9208,6139,256,3.36,7870,3.84,5.0,84
603,House,Neukölln,118,1,2010,5,Good,558215,2326,8373,5582,233,3.53,4731,8.7,5.0,40
604,Apartment,Neukölln,100,1,1999,5,Fair,538697,2245,8080,5387,224,3.59,5387,-0.86,5.0,45
605,Apartment,Lichtenberg,70,4,1905,5,Excellent,386982,1612,5805,3870,161,4.35,5528,7.01,5.0,59
606,Apartment,Treptow-Köpenick,60,3,1908,1,Good,100601,419,1509,1006,42,4.26,1677,8.9,5.0,111
607,Apartment,Schöneberg,35,2,1907,1,Poor,188736,786,2831,1887,79,3.23,5392,-2.42,5.0,111
608,House,Friedrichshain-Kreuzberg,113,3,1953,3,Excellent,822563,3427,12338,8226,343,4.35,7279,5.2,5.0,113
609,House,Marzahn-Hellersdorf,140,2,1926,2,Poor,965333,4022,14480,9653,402,4.4,6895,8.57,5.0,46
610,Apartment,Mitte,61,2,2019,1,Good,279737,1166,4196,2797,117,4.08,4586,8.27,5.0,116
611,Apartment,Spandau,111,1,1990,4,Fair,829655,3457,12445,8297,346,3.27,7474,-2.69,5.0,59
612,Apartment,Lichtenberg,66,3,1994,1,Excellent,354386,1477,5316,3544,148,3.21,5369,-2.38,5.0,67
613,House,Mitte,80,4,1992,3,Good,682013,2842,10230,6820,284,2.7,8525,4.6,5.0,63
614,Apartment,Tempelhof-Schöneberg,63,2,1902,4,Fair,252539,1052,3788,2525,105,2.64,4009,4.92,5.0,94
615,Apartment,Schöneberg,106,3,1980,2,Excellent,556908,2320,8354,5569,232,3.77,5254,-1.97,5.0,80
616,Apartment,Lichtenberg,116,1,1986,1,Poor,678298,2826,10174,6783,283,4.48,5847,1.25,5.0,99
617,House,Spandau,87,3,1936,2,Poor,723708,3015,10856,7237,302,2.66,8318,-3.32,5.0,66
618,House,Treptow-Köpenick,129,2,1971,3,Fair,461020,1921,6915,4610,192,2.53,3574,5.25,5.0,67
619,House,Reinickendorf,59,4,1903,5,Good,179522,748,2693,1795,75,3.66,3043,8.9,5.0,60
620,Apartment,Schöneberg,71,1,1907,4,Fair,342121,1426,5132,3421,143,3.39,4819,9.26,5.0,116
621,House,Steglitz-Zehlendorf,62,3,1969,3,Poor,142426,593,2136,1424,59,4.11,2297,-4.21,5.0,87
622,House,Neukölln,48,3,1949,2,Poor,96073,400,1441,961,40,2.51,2002,3.85,5.0,38
623,House,Tempelhof-Schöneberg,141,3,1948,3,Excellent,1013303,4222,15200,10133,422,2.65,7187,2.0,5.0,79
624,Apartment,Mitte,46,3,2023,4,Poor,121783,507,1827,1218,51,2.62,2647,-1.62,5.0,109
625,Apartment,Reinickendorf,46,2,1932,2,Excellent,351473,1464,5272,3515,146,3.27,7641,6.71,5.0,69
626,Apartment,Neukölln,115,2,1936,5,Fair,211643,882,3175,2116,88,3.97,1840,3.65,5.0,88
627,Apartment,Charlottenburg-Wilmersdorf,44,3,1924,2,Fair,193763,807,2906,1938,81,4.04,4404,-1.87,5.0,109
628,House,Lichtenberg,92,3,1950,4,Good,170071,709,2551,1701,71,4.33,1849,-1.02,5.0,60
629,Apartment,Reinickendorf,128,3,1973,4,Poor,921835,3841,13828,9218,384,2.84,7202,-4.95,5.0,109
630,Apartment,Lichtenberg,58,3,1966,2,Poor,506197,2109,7593,5062,211,3.03,8728,-3.95,5.0,77
631,Apartment,Steglitz-Zehlendorf,106,2,2007,5,Poor,502882,2095,7543,5029,210,2.59,4744,9.49,5.0,71
632,Apartment,Schöneberg,113,1,1910,4,Fair,661844,2758,9928,6618,276,4.1,5857,-1.73,5.0,76
633,House,Spandau,64,2,2006,1,Good,301561,1257,4523,3016,126,4.47,4712,5.83,5.0,92
634,House,Friedrichshain-Kreuzberg,70,3,1942,3,Excellent,369532,1540,5543,3695,154,3.8,5279,5.75,5.0,44
635,House,Marzahn-Hellersdorf,72,1,1946,1,Fair,138077,575,2071,1381,58,3.91,1918,-4.0,5.0,115
636,Apartment,Marzahn-Hellersdorf,49,1,1918,4,Poor,430415,1793,6456,4304,179,3.52,8784,-0.98,5.0,114
637,Apartment,Marzahn-Hellersdorf,133,3,1962,4,Excellent,507862,2116,7618,5079,212,3.52,3819,9.34,5.0,74
638,Apartment,Prenzlauer Berg,95,2,1990,5,Excellent,535120,2230,8027,5351,223,2.87,5633,1.75,5.0,86
639,Apartment,Treptow-Köpenick,95,1,1957,3,Fair,278899,1162,4183,2789,116,2.54,2936,6.69,5.0,89
640,Apartment,Prenzlauer Berg,139,1,1936,1,Excellent,1192374,4968,17886,11924,497,4.43,8578,-4.44,5.0,97
641,Apartment,Treptow-Köpenick,111,3,1925,5,Poor,736621,3069,11049,7366,307,4.2,6636,7.92,5.0,113
642,House,Charlottenburg-Wilmersdorf,124,1,1918,5,Good,364092,1517,5461,3641,152,3.92,2936,-3.25,5.0,34
643,Apartment,Treptow-Köpenick,48,1,1934,5,Good,381406,1589,5721,3814,159,2.67,7946,-3.04,5.0,91
644,House,Spandau,61,2,1920,4,Good,499292,2080,7489,4993,208,3.69,8185,-4.63,5.0,46
645,House,Mitte,142,3,1941,2,Fair,832716,3470,12491,8327,347,3.97,5864,-3.92,5.0,57
646,House,Charlottenburg-Wilmersdorf,89,2,1900,5,Fair,678558,2827,10178,6786,283,4.29,7624,8.2,5.0,100
647,House,Prenzlauer Berg,97,1,1983,4,Good,366949,1529,5504,3669,153,4.13,3783,2.57,5.0,115
648,House,Prenzlauer Berg,124,2,1976,4,Fair,233474,973,3502,2335,97,2.53,1883,-1.31,5.0,77
649,Apartment,Steglitz-Zehlendorf,43,4,1978,3,Poor,254035,1058,3811,2540,106,4.06,5908,-3.96,5.0,67
650,Apartment,Reinickendorf,41,3,1915,4,Poor,292460,1219,4387,2925,122,2.57,7133,-1.09,5.0,119
651,Apartment,Prenzlauer Berg,87,1,1955,2,Poor,504704,2103,7571,5047,210,3.7,5801,6.65,5.0,102
652,Apartment,Prenzlauer Berg,126,2,1932,3,Poor,936072,3900,14041,9361,390,4.14,7429,3.75,5.0,60
653,Apartment,Charlottenburg-Wilmersdorf,133,2,1942,3,Excellent,781564,3257,11723,7816,326,3.78,5876,7.84,5.0,73
654,House,Schöneberg,106,3,1923,5,Good,813026,3388,12195,8130,339,4.0,7670,9.67,5.0,78
655,Apartment,Charlottenburg-Wilmersdorf,84,1,1922,1,Fair,707277,2947,10609,7073,295,3.35,8420,5.72,5.0,117
656,Apartment,Spandau,71,2,1929,2,Excellent,299114,1246,4487,2991,125,3.59,4213,-2.69,5.0,83
657,House,Spandau,65,3,1975,3,Fair,294938,1229,4424,2949,123,4.29,4538,9.87,5.0,49
658,Apartment,Marzahn-Hellersdorf,40,1,1982,4,Excellent,251007,1046,3765,2510,105,3.5,6275,5.92,5.0,111
659,Apartment,Schöneberg,69,1,1983,3,Excellent,291768,1216,4377,2918,122,4.11,4229,-4.07,5.0,116
660,House,Neukölln,63,1,1927,4,Fair,387205,1613,5808,3872,161,3.16,6146,-3.83,5.0,104
661,Apartment,Schöneberg,44,4,1934,1,Fair,329284,1372,4939,3293,137,3.38,7484,3.79,5.0,109
662,Apartment,Friedrichshain-Kreuzberg,147,1,1950,2,Excellent,661260,2755,9919,6613,276,2.86,4498,8.94,5.0,43
663,Apartment,Steglitz-Zehlendorf,116,2,1967,5,Good,342770,1428,5142,3428,143,3.38,2955,-4.89,5.0,105
664,House,Steglitz-Zehlendorf,47,2,1998,3,Excellent,271714,1132,4076,2717,113,4.15,5781,8.84,5.0,54
665,House,Friedrichshain-Kreuzberg,96,4,1925,4,Fair,278587,1161,4179,2786,116,4.1,2902,-1.65,5.0,36
666,House,Friedrichshain-Kreuzberg,37,2,2001,2,Good,273107,1138,4097,2731,114,2.72,7381,3.91,5.0,46
667,Apartment,Charlottenburg-Wilmersdorf,121,4,2001,4,Good,544153,2267,8162,5442,227,2.97,4497,5.96,5.0,81
668,House,Tempelhof-Schöneberg,118,4,2000,4,Poor,664242,2768,9964,6642,277,2.75,5629,5.78,5.0,48
669,Apartment,Marzahn-Hellersdorf,110,1,1925,1,Fair,813741,3391,12206,8137,339,2.51,7398,9.98,5.0,46
670,House,Lichtenberg,52,4,1974,3,Fair,167362,697,2510,1674,70,3.7,3218,-3.86,5.0,71
671,Apartment,Marzahn-Hellersdorf,69,4,1949,4,Poor,272550,1136,4088,2726,114,2.99,3950,2.36,5.0,108
672,Apartment,Mitte,117,2,2019,4,Excellent,797508,3323,11963,7975,332,4.07,6816,5.32,5.0,61
673,House,Mitte,107,4,1923,1,Poor,296394,1235,4446,2964,124,4.0,2770,-4.09,5.0,89
674,House,Neukölln,42,1,1907,2,Fair,274698,1145,4120,2747,114,3.73,6540,1.15,5.0,80
675,Apartment,Charlottenburg-Wilmersdorf,71,4,1981,1,Excellent,459494,1915,6892,4595,192,4.25,6472,-4.05,5.0,80
676,Apartment,Schöneberg,89,1,1998,2,Good,620928,2587,9314,6209,259,2.78,6977,-4.26,5.0,46
677,House,Charlottenburg-Wilmersdorf,51,3,1942,4,Poor,378528,1577,5678,3785,158,4.28,7422,1.24,5.0,63
678,Apartment,Treptow-Köpenick,43,1,1945,3,Excellent,186930,779,2804,1869,78,3.59,4347,-2.84,5.0,76
679,Apartment,Marzahn-Hellersdorf,104,1,2020,3,Fair,849088,3538,12736,8491,354,4.29,8164,-1.93,5.0,82
680,House,Schöneberg,99,3,1914,5,Good,815872,3399,12238,8159,340,4.12,8241,4.52,5.0,82
681,Apartment,Neukölln,116,1,2005,2,Poor,732620,3053,10989,7326,305,4.18,6316,1.89,5.0,117
682,Apartment,Reinickendorf,148,1,1998,3,Poor,969535,4040,14543,9695,404,3.12,6551,1.88,5.0,58
683,House,Spandau,80,3,1978,4,Poor,191915,800,2879,1919,80,2.95,2399,4.43,5.0,103
684,Apartment,Treptow-Köpenick,139,2,2003,4,Fair,602394,2510,9036,6024,251,4.46,4334,4.21,5.0,98
685,Apartment,Neukölln,58,4,1943,2,Poor,181011,754,2715,1810,75,2.69,3121,-2.63,5.0,77
686,House,Tempelhof-Schöneberg,118,3,1970,4,Excellent,937503,3906,14063,9375,391,3.83,7945,8.35,5.0,117
687,House,Mitte,98,4,1951,5,Good,851093,3546,12766,8511,355,3.88,8685,1.82,5.0,31
688,House,Friedrichshain-Kreuzberg,128,4,2003,1,Good,359168,1497,5388,3592,150,3.12,2806,3.27,5.0,108
689,Apartment,Prenzlauer Berg,146,2,1998,1,Poor,1035417,4314,15531,10354,431,4.46,7092,6.81,5.0,53
690,House,Spandau,100,1,1911,1,Poor,280362,1168,4205,2804,117,2.67,2804,-3.72,5.0,60
